ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
12228,financiero,9,-1,-1,"El 30 de enero , la juez concedió al financiero 20 días para que sustituyera dos avales de 300.506 euros ( 50 millones de pesetas ) y 480.809 euros ( 80 millones de pesetas ) , librados , respectivamente , por el Banco Zaragozano y el Banco Bilbao Vizcaya , para garantizar su libertad . ",Masc,obj,Sing,3,"El 30 de enero , la juez concedió a la financiera 20 días para que sustituyera dos avales de 300.506 euros ( 50 millones de pesetas ) y 480.809 euros ( 80 millones de pesetas ) , librados , respectivamente , por el Banco Zaragozano y el Banco Bilbao Vizcaya , para garantizar su libertad . ",10,Fem
12230,magistrada,5,-1,4,"Ante esta situación , la magistrada accedió a la rebaja de la fianza , aunque , paralelamente , ha ordenado la investigación sobre el modo y el nivel de vida del imputado . ",Fem,nsubj,Sing,3,"Ante esta situación , el magistrado accedió a la rebaja de la fianza , aunque , paralelamente , ha ordenado la investigación sobre el modo y el nivel de vida del imputado . ",5,Masc
12239,abogado,1,-1,0,"Los abogados del financiero han remitido al juzgado copia de la petición de "" auxilio jurisdiccional "" formulada por el fiscal general de Kuwait ante los tribunales suizos . ",Masc,nsubj,Plur,5,"Las abogadas del financiero han remitido al juzgado copia de la petición de "" auxilio jurisdiccional "" formulada por el fiscal general de Kuwait ante los tribunales suizos . ",1,Fem
12241,extranjero,53,-1,-1,"En su escrito de apelación , los letrados Francesc Jufresa y Antonio Hernández-Gil destacan la "" altísima probabilidad "" de que se hayan adoptado órdenes de busca y captura internacional contra De la Rosa por la causa penal que se le instruye en Kuwait , por lo que no le interesa salir al extranjero . ",Masc,obl,Sing,3,"En su escrito de apelación , los letrados Francesc Jufresa y Antonio Hernández-Gil destacan la "" altísima probabilidad "" de que se hayan adoptado órdenes de busca y captura internacional contra De la Rosa por la causa penal que se le instruye en Kuwait , por lo que no le interesa salir a la extranjera . ",54,Fem
12242,financiero,10,-1,9,"Además de las causas de Madrid y Kuwait , el financiero tiene dos procedimientos penales en Barcelona y uno de carácter civil en Londres . ",Masc,nsubj,Sing,3,"Además de las causas de Madrid y Kuwait , la financiera tiene dos procedimientos penales en Barcelona y uno de carácter civil en Londres . ",10,Fem
12250,ciudadano,17,18,16,"Jufresa entiende , además , que "" se trata de los mismos delitos "" y que un ciudadano español "" no puede ser juzgado dos veces por el mismo hecho "" . ",Masc,nsubj,Sing,4,"Jufresa entiende , además , que "" se trata de los mismos delitos "" y que una ciudadana español "" no puede ser juzgado dos veces por el mismo hecho "" . ",17,Fem
12273,conductor,4,-1,3,"Ahora , cuando el conductor sobrepasa en más de un 50% la velocidad permitida , la sanción es muy grave . ",Masc,nsubj,Sing,3,"Ahora , cuando la conductora sobrepasa en más de un 50% la velocidad permitida , la sanción es muy grave . ",4,Fem
12274,conductor,1,-1,-1,Al conductor se le retira el carnet cuando acumula tres infracciones muy graves en menos de dos años . ,Masc,obj,Sing,3,A la conductora se le retira el carnet cuando acumula tres infracciones muy graves en menos de dos años . ,2,Fem
12317,jubilado,2,-1,0,"Los dos jubilados están convencidos de que ahora "" este es el mejor barrio de Barcelona "" , aunque recuerdan con nostalgia cómo ha cambiado su fisonomía en sólo tres años . ",Masc,nsubj,Plur,4,"Las dos jubiladas están convencidas de que ahora "" este es el mejor barrio de Barcelona "" , aunque recuerdan con nostalgia cómo ha cambiado su fisonomía en sólo tres años . ",2,Fem
12349,ejecutiva,6,7,5,Este grupo preparó el martes la ejecutiva catalana de ayer . ,Fem,obj,Sing,6,Este grupo preparó el martes el ejecutivo catalana de ayer . ,6,Masc
12376,diputada,1,-1,0,"La diputada acusó al Gobierno de practicar "" una huida hacia adelante "" para evitar el debate político y denunció que el PP ha rebajado las inversiones públicas en un "" porcentaje increíble "" desde 1996 . ",Fem,nsubj,Sing,3,"El diputado acusó al Gobierno de practicar "" una huida hacia adelante "" para evitar el debate político y denunció que el PP ha rebajado las inversiones públicas en un "" porcentaje increíble "" desde 1996 . ",1,Masc
12413,ministro,1,-1,0,"El ministro avisó , eso sí , de que un acuerdo futuro no tendrá carácter retroactivo . ",Masc,nsubj,Sing,3,"La ministra avisó , eso sí , de que un acuerdo futuro no tendrá carácter retroactivo . ",1,Fem
12415,ministro,2,-1,1,"Según el ministro , todas las diferencias por resolver son subsanables , excepto la pretensión del Gobierno vasco de tener representación propia en la Unión Europea cuando se discutan medidas que afecten a su financiación . ",Masc,obl,Sing,5,"Según la ministra , todas las diferencias por resolver son subsanables , excepto la pretensión del Gobierno vasco de tener representación propia en la Unión Europea cuando se discutan medidas que afecten a su financiación . ",2,Fem
12419,negociador,10,-1,9,"Ibarretxe rechazó las "" imposiciones "" y dijo que sus negociadores han llegado a efectuar 11 propuestas diferentes para acordar la presencia vasca en la UE , así como tres "" aportaciones globales "" sobre otras cuestiones financieras . ",Masc,nsubj,Plur,3,"Ibarretxe rechazó las "" imposiciones "" y dijo que sus negociadoras han llegado a efectuar 11 propuestas diferentes para acordar la presencia vasca en la UE , así como tres "" aportaciones globales "" sobre otras cuestiones financieras . ",10,Fem
12506,propietario,1,-1,0,El propietario del solar indaga si puede levantar dos plantas más para un hotel . ,Masc,nsubj,Sing,5,La propietaria del solar indaga si puede levantar dos plantas más para un hotel . ,1,Fem
12518,consejero,16,17,15,""" Con las nuevas tiendas queremos tener más posibilidades en el mercado "" , apunta el consejero delegado de la empresa familiar propiedad de Carlos y Myriam Goetschel . ",Masc,nsubj,Sing,14,""" Con las nuevas tiendas queremos tener más posibilidades en el mercado "" , apunta la consejera delegada de la empresa familiar propiedad de Carlos y Myriam Goetschel . ",16,Fem
12519,empleado,25,-1,-1,"La cadena de pequeños almacenes que Sepu aspira a tener repartidos limitarán su oferta a los artículos de confección , y de sus actuales 30 empleados sólo unos 15 proseguirán vinculados al negocio a partir de este mes . ",Masc,obj,Plur,6,"La cadena de pequeños almacenes que Sepu aspira a tener repartidos limitarán su oferta a los artículos de confección , y de sus actuales 30 empleadas sólo unos 15 proseguirán vinculados al negocio a partir de este mes . ",25,Fem
12523,consumidor,1,-1,0,"Los consumidores tendrán que pagar ahora 1.309 pesetas por cada envase de 12,5 kilogramos , lo que supone un aumento del 15,33% respecto del precio anterior . ",Masc,nsubj,Plur,3,"Las consumidoras tendrán que pagar ahora 1.309 pesetas por cada envase de 12,5 kilogramos , lo que supone un aumento del 15,33% respecto del precio anterior . ",1,Fem
12541,padre,32,-1,31,"Si ETA intentó el pasado lunes matar al periodista de RNE Carlos Herrera con un paquete bomba que no llegó a estallar por un fallo técnico , hace apenas dos semanas los padres de un redactor jefe de El Correo también sufrieron el ataque de los violentos , que colocaron un potente artefacto ante su domicilio . ",Masc,nsubj,Plur,10,"Si ETA intentó el pasado lunes matar al periodista de RNE Carlos Herrera con un paquete bomba que no llegó a estallar por un fallo técnico , hace apenas dos semanas las madres de un redactor jefe de El Correo también sufrieron el ataque de los violentos , que colocaron un potente artefacto ante su domicilio . ",32,Fem
12556,individuo,3,-1,-1,- - Dos individuos con la cara cubierta y armados con una pistola atracaron a las 9.30 de la mañana de ayer la sucursal de Caixa Tarragona situada en la calle Major de la población de Roquetes y huyeron con un botín de 600.000 pesetas . ,Masc,nsubj,Plur,12,- - Dos individuas con la cara cubierta y armados con una pistola atracaron a las 9.30 de la mañana de ayer la sucursal de Caixa Tarragona situada en la calle Major de la población de Roquetes y huyeron con un botín de 600.000 pesetas . ,3,Fem
12581,mujer,6,-1,-1,"ERC , además , incorporará a mujeres en la dirección y creará la figura del portavoz del partido . ",Fem,obj,Plur,3,"ERC , además , incorporará a hombres en la dirección y creará la figura del portavoz del partido . ",6,Masc
12628,productora,20,-1,19,"Castellví es un experimentado submarinista que , además , da clases de este deporte , mientras que Curcoy regenta una productora de vídeo . ",Fem,obj,Sing,5,"Castellví es un experimentado submarinista que , además , da clases de este deporte , mientras que Curcoy regenta un productor de vídeo . ",20,Masc
12640,compañero,9,-1,-1,""" Van a dejar a 1.400 de los 7.000 compañeros en la calle "" , han señalado los sindicalistas más duros . ",Masc,nmod,Plur,5,""" Van a dejar a 1.400 de los 7.000 compañeras en la calle "" , han señalado los sindicalistas más duros . ",9,Fem
12651,escritor,4,5,3,"Como la de todo escritor involucrado con su tiempo , su obra ha despertado polémicas , que por otra parte le han mantenido siempre a punto . ",Masc,obl,Sing,7,"Como la de toda escritora involucrada con su tiempo , su obra ha despertado polémicas , que por otra parte le han mantenido siempre a punto . ",4,Fem
12668,historiador,1,-1,0,Los historiadores consideran a Pío IX como un Papa popular y controvertido . ,Masc,nsubj,Plur,3,Las historiadoras consideran a Pío IX como un Papa popular y controvertido . ,1,Fem
12685,escritor,1,-1,0,El escritor nunca ha sido partidario de la unificación y sólo un mes después de la caída del muro previno acerca de sus peligros . ,Masc,nsubj,Sing,3,La escritora nunca ha sido partidaria de la unificación y sólo un mes después de la caída del muro previno acerca de sus peligros . ,1,Fem
12700,alumno,19,-1,18,"El hombre , que iba armado y pidió hablar con su psiquiatra , retenía anoche a 24 de los alumnos de una escuela infantil . ",Masc,nmod,Plur,8,"El hombre , que iba armado y pidió hablar con su psiquiatra , retenía anoche a 24 de las alumnas de una escuela infantil . ",19,Fem
12701,alumno,17,-1,-1,"Un desequilibrado armado hasta los dientes secuestró a primera hora de la tarde de ayer a 46 alumnos de una escuela infantil y a dos de sus educadores , en la apacible localidad luxemburguesa de Wasserwilling , próxima a la frontera alemana . ",Masc,obj,Plur,14,"Un desequilibrado armado hasta los dientes secuestró a primera hora de la tarde de ayer a 46 alumnas de una escuela infantil y a dos de sus educadores , en la apacible localidad luxemburguesa de Wasserwilling , próxima a la frontera alemana . ",17,Fem
12705,hombre,10,15,9,"El secuestro comenzó a las 15.30 horas , cuando un hombre de 45 años , armado , según diferentes testigos , con una pistola , una granada de mano y un cuchillo , irrumpió en la escuela infantil y secuestró a los niños y sus educadores . ",Masc,nsubj,Sing,25,"El secuestro comenzó a las 15.30 horas , cuando una mujer de 45 años , armada , según diferentes testigos , con una pistola , una granada de mano y un cuchillo , irrumpió en la escuela infantil y secuestró a los niños y sus educadores . ",10,Fem
12705,niño,42,-1,41,"El secuestro comenzó a las 15.30 horas , cuando un hombre de 45 años , armado , según diferentes testigos , con una pistola , una granada de mano y un cuchillo , irrumpió en la escuela infantil y secuestró a los niños y sus educadores . ",Masc,obj,Plur,7,"El secuestro comenzó a las 15.30 horas , cuando un hombre de 45 años , armado , según diferentes testigos , con una pistola , una granada de mano y un cuchillo , irrumpió en la escuela infantil y secuestró a las niñas y sus educadores . ",42,Fem
12726,padre,1,2,0,"Los padres adoptivos habían pagado el viaje de la joven , costeado el parto , que requirió cesárea en una clínica bilbaína , y entregado 400.000 pesetas en metálico . ",Masc,nsubj,Plur,4,"Las madres adoptivas habían pagado el viaje de la joven , costeado el parto , que requirió cesárea en una clínica bilbaína , y entregado 400.000 pesetas en metálico . ",1,Fem
12730,niño,2,3,0,Otros dos niños comprados convivían ya con sus padres adoptivos en Vizcaya . ,Masc,nsubj,Plur,5,Otras dos niñas compradas convivían ya con sus padres adoptivos en Vizcaya . ,2,Fem
12730,padre,8,9,7,Otros dos niños comprados convivían ya con sus padres adoptivos en Vizcaya . ,Masc,obl,Plur,5,Otros dos niños comprados convivían ya con sus madres adoptivas en Vizcaya . ,8,Fem
12733,niño,10,-1,9,"Tras el pago de tres millones de pesetas , los niños eran inscritos en el registro como hijos biológicos del padre adoptante , que se hacía con la custodia . ",Masc,nsubj,Plur,3,"Tras el pago de tres millones de pesetas , las niñas eran inscritos en el registro como hijos biológicos del padre adoptante , que se hacía con la custodia . ",10,Fem
12733,hijo,17,18,-1,"Tras el pago de tres millones de pesetas , los niños eran inscritos en el registro como hijos biológicos del padre adoptante , que se hacía con la custodia . ",Masc,obj,Plur,14,"Tras el pago de tres millones de pesetas , los niños eran inscritos en el registro como hijas biológicas del padre adoptante , que se hacía con la custodia . ",17,Fem
12735,niño,1,2,0,"Los niños implicados se encuentran bajo custodia de la Diputación Foral de Vizcaya , y a la espera de que el juzgado resuelva el proceso . ",Masc,nsubj,Plur,4,"Las niñas implicadas se encuentran bajo custodia de la Diputación Foral de Vizcaya , y a la espera de que el juzgado resuelva el proceso . ",1,Fem
12740,concejal,1,-1,0,"El concejal deduce que se aprovechó de la indefinición de la época , a caballo entre la dictadura y los ayuntamientos democráticos , para lograr la licencia municipal de obras . ",Masc,nsubj,Sing,3,"La concejala deduce que se aprovechó de la indefinición de la época , a caballo entre la dictadura y los ayuntamientos democráticos , para lograr la licencia municipal de obras . ",1,Fem
