ID,focus,focus ID,focus ID after,adj idx,det idx,before,before number,deprel,gender,dep tree size,after,after number
9832,piscina,23,23,-1,22,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Sing,obl,Fem,4,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en las piscinas no hay sitio ni en el spa . ",Plur
9832,sitio,26,26,-1,-1,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Sing,obj,Masc,2,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitios ni en el spa . ",Plur
9832,spa,30,30,-1,29,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Sing,conj,Masc,5,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en los spas . ",Plur
9835,pasaporte,3,4,-1,-1,Hoy existen 700.000 pasaportes en circulación en más de 35 países . ,Plur,nsubj,Masc,5,Hoy existe 700.000 un pasaporte en circulación en más de 35 países . ,Sing
9835,país,10,11,-1,-1,Hoy existen 700.000 pasaportes en circulación en más de 35 países . ,Plur,obl,Masc,6,Hoy existen 700.000 pasaportes en circulación en más de 35 un país . ,Sing
9837,número,6,5,5,4,"Incluye por tanto , un gran número de plazas para Costas Peninsulares , Islas Canarias , Islas Baleares y Caribe , "" destinos que seguirán liderando el ranking de destinos veraniegos más demandados "" apunta Coloma Horrach , Directora de Producto Vacacional de Viajes Iberia . ",Sing,obj,Masc,17,"Incluye por tanto , gran números de plazas para Costas Peninsulares , Islas Canarias , Islas Baleares y Caribe , "" destinos que seguirán liderando el ranking de destinos veraniegos más demandados "" apunta Coloma Horrach , Directora de Producto Vacacional de Viajes Iberia . ",Plur
9837,destino,22,23,-1,-1,"Incluye por tanto , un gran número de plazas para Costas Peninsulares , Islas Canarias , Islas Baleares y Caribe , "" destinos que seguirán liderando el ranking de destinos veraniegos más demandados "" apunta Coloma Horrach , Directora de Producto Vacacional de Viajes Iberia . ",Plur,obj,Masc,15,"Incluye por tanto , un gran número de plazas para Costas Peninsulares , Islas Canarias , Islas Baleares y Caribe , "" un destino que seguirán liderando el ranking de destinos veraniegos más demandados "" apunta Coloma Horrach , Directora de Producto Vacacional de Viajes Iberia . ",Sing
9838,institución,1,2,-1,-1,¿ Instituciones o psicópatas ? ,Plur,root,Fem,6,¿ una Institución o psicópatas ? ,Sing
9839,vez,2,2,-1,1,"A su vez Emser , iracundo , declaró que la cruzada de Lutero se originó por nada más que por enemistad con los dominicos ; ",Sing,nmod,Fem,4,"A sus veces Emser , iracundo , declaró que la cruzada de Lutero se originó por nada más que por enemistad con los dominicos ; ",Plur
9839,enemistad,20,20,-1,-1,"A su vez Emser , iracundo , declaró que la cruzada de Lutero se originó por nada más que por enemistad con los dominicos ; ",Sing,conj,Fem,7,"A su vez Emser , iracundo , declaró que la cruzada de Lutero se originó por nada más que por enemistades con los dominicos ; ",Plur
9842,maestro,2,2,-1,-1,"Tuvo como maestro a Serge Chermayeff , con el que colaboró después en algunas de sus obras . ",Sing,obl,Masc,3,"Tuvo como maestros a Serge Chermayeff , con el que colaboró después en algunas de sus obras . ",Plur
9842,alguno,13,14,-1,-1,"Tuvo como maestro a Serge Chermayeff , con el que colaboró después en algunas de sus obras . ",Plur,obl,Fem,6,"Tuvo como maestro a Serge Chermayeff , con el que colaboró después en una alguna de sus obras . ",Sing
9843,estrategia,19,19,-1,18,"Afirmó allí que la cachetada de Graciela Camaño a Carlos Kunkel "" fue aprovechada por la Presidenta para su estrategia de victimización "" . ",Sing,obl,Fem,6,"Afirmó allí que la cachetada de Graciela Camaño a Carlos Kunkel "" fue aprovechada por la Presidenta para sus estrategias de victimización "" . ",Plur
9846,fama,5,5,-1,4,""" Se nos subió la fama a la cabeza y no previmos lo que podía ocurrir , ni quisimos ver la herida que se abría cada vez más , con el paso de los años , en nuestro sistema de salud "" . ",Sing,nsubj,Fem,6,""" Se nos subieron las famas a la cabeza y no previmos lo que podía ocurrir , ni quisimos ver la herida que se abría cada vez más , con el paso de los años , en nuestro sistema de salud "" . ",Plur
9846,herida,21,21,-1,20,""" Se nos subió la fama a la cabeza y no previmos lo que podía ocurrir , ni quisimos ver la herida que se abría cada vez más , con el paso de los años , en nuestro sistema de salud "" . ",Sing,obj,Fem,22,""" Se nos subió la fama a la cabeza y no previmos lo que podía ocurrir , ni quisimos ver las heridas que se abría cada vez más , con el paso de los años , en nuestro sistema de salud "" . ",Plur
9848,resolución,2,1,-1,1,Tiene una resolución de 320x200 píxeles y fue usado bastante en juegos de computadora y software de arte / animación a fines de 1980 y hasta mediados de 1990 . ,Sing,obj,Fem,6,Tiene resoluciones de 320x200 píxeles y fue usado bastante en juegos de computadora y software de arte / animación a fines de 1980 y hasta mediados de 1990 . ,Plur
9848,juego,11,12,-1,-1,Tiene una resolución de 320x200 píxeles y fue usado bastante en juegos de computadora y software de arte / animación a fines de 1980 y hasta mediados de 1990 . ,Plur,obl,Masc,11,Tiene una resolución de 320x200 píxeles y fue usado bastante en un juego de computadora y software de arte / animación a fines de 1980 y hasta mediados de 1990 . ,Sing
9848,fin,21,22,-1,-1,Tiene una resolución de 320x200 píxeles y fue usado bastante en juegos de computadora y software de arte / animación a fines de 1980 y hasta mediados de 1990 . ,Plur,obl,Masc,10,Tiene una resolución de 320x200 píxeles y fue usado bastante en juegos de computadora y software de arte / animación a un fin de 1980 y hasta mediados de 1990 . ,Sing
9851,combate,2,2,-1,-1,Murió en combate el día 9 de agosto de 1928 en Las Higuerillas sector Tuxpan . ,Sing,obl,Masc,3,Murió en combates el día 9 de agosto de 1928 en Las Higuerillas sector Tuxpan . ,Plur
9853,compuesto,5,4,6,4,"El viernes ya probamos un compuesto experimental en Abu Dhabi , algo que también haremos en Brasil . ",Sing,obj,Masc,4,"El viernes ya probamos compuestos experimental en Abu Dhabi , algo que también haremos en Brasil . ",Plur
9854,año,4,4,2,1,"Durante los últimos 20 años , estos microorganismos han recibido especial atención debido a su capacidad de proteger a la planta de plagas y patógenos . ",Plur,obl,Masc,7,"Durante el un último 20 año , estos microorganismos han recibido especial atención debido a su capacidad de proteger a la planta de plagas y patógenos . ",Sing
9854,microorganismo,7,7,-1,6,"Durante los últimos 20 años , estos microorganismos han recibido especial atención debido a su capacidad de proteger a la planta de plagas y patógenos . ",Plur,nsubj,Masc,3,"Durante los últimos 20 años , este microorganismo han recibidos especial atención debido a su capacidad de proteger a la planta de plagas y patógenos . ",Sing
9854,atención,11,11,10,-1,"Durante los últimos 20 años , estos microorganismos han recibido especial atención debido a su capacidad de proteger a la planta de plagas y patógenos . ",Sing,obj,Fem,3,"Durante los últimos 20 años , estos microorganismos han recibido especial atenciones debido a su capacidad de proteger a la planta de plagas y patógenos . ",Plur
9858,bestia,1,1,-1,0,Esta bestia de kilo y medio de peso saldrá a la venta en septiembre a un precio desconocido . ,Sing,nsubj,Fem,9,Estas bestias de kilo y medio de peso saldrán a la venta en septiembre a un precio desconocido . ,Plur
9858,venta,11,11,-1,10,Esta bestia de kilo y medio de peso saldrá a la venta en septiembre a un precio desconocido . ,Sing,obl,Fem,4,Esta bestia de kilo y medio de peso saldrá a las ventas en septiembre a un precio desconocido . ,Plur
9858,precio,16,15,17,15,Esta bestia de kilo y medio de peso saldrá a la venta en septiembre a un precio desconocido . ,Sing,obl,Masc,5,Esta bestia de kilo y medio de peso saldrá a la venta en septiembre a precios desconocidos . ,Plur
9859,hijo,5,4,-1,4,El matrimonio ha tenido un hijo y una hija que les han dado dos nietos . ,Sing,obj,Masc,12,El matrimonio ha tenido hijos y una hija que les han dado dos nietos . ,Plur
9861,rango,5,4,4,3,"Se encuentra en un amplio rango de hábitats en toda la parte este de Sudáfrica , y en Namibia , Botswana , Zimbabue y Mozambique . ",Sing,obl,Masc,7,"Se encuentra en amplios rangos de hábitats en toda la parte este de Sudáfrica , y en Namibia , Botswana , Zimbabue y Mozambique . ",Plur
9862,masaje,2,2,3,1,En el masaje facial si que era buena . ,Sing,nmod,Masc,5,En los masajes facial si que era buena . ,Plur
9864,alcalde,5,5,-1,4,Actualmente ( 2011 ) el alcalde es : Prof.Manuel Novoa ,Sing,nsubj,Masc,3,Actualmente ( 2011 ) los alcaldes son : Prof.Manuel Novoa ,Plur
9865,rumor,2,3,-1,-1,"Pero hay rumores de rebelión , y Katniss y Peeta , para su horror , son la cara de esa rebelión . ",Plur,obj,Masc,4,"Pero hay un rumor de rebelión , y Katniss y Peeta , para su horror , son la cara de esa rebelión . ",Sing
9867,soldado,1,1,-1,0,Los soldados suelen llevar un casco cónico especialmente blindado que se ha demostrado que actúan como un escudo improvisado en la batalla contra Maestros Fuego . ,Plur,nsubj,Masc,3,El soldado suele llevar un casco cónico especialmente blindado que se ha demostrado que actúan como un escudo improvisado en la batalla contra Maestros Fuego . ,Sing
9870,flota,5,5,6,4,Posteriormente se hicieron con la flota veneciana frente a las costas de Coron y capturaron la ciudad junto con un bergantín veneciano . ,Sing,obl,Fem,5,Posteriormente se hicieron con las flotas venecianas frente a las costas de Coron y capturaron la ciudad junto con un bergantín veneciano . ,Plur
9870,ciudad,16,16,-1,15,Posteriormente se hicieron con la flota veneciana frente a las costas de Coron y capturaron la ciudad junto con un bergantín veneciano . ,Sing,obj,Fem,3,Posteriormente se hicieron con la flota veneciana frente a las costas de Coron y capturaron las ciudades junto con un bergantín veneciano . ,Plur
9870,bergantín,20,19,21,19,Posteriormente se hicieron con la flota veneciana frente a las costas de Coron y capturaron la ciudad junto con un bergantín veneciano . ,Sing,obl,Masc,6,Posteriormente se hicieron con la flota veneciana frente a las costas de Coron y capturaron la ciudad junto con bergantines venecianos . ,Plur
9879,fecha,3,3,-1,2,Se desconoce su fecha de nacimiento . ,Sing,nsubj,Fem,5,Se desconocen sus fechas de nacimiento . ,Plur
9886,desdoblamiento,1,1,2,0,El desdoblamiento secuencial de módulos es observado como un modelo muy característico cerrado de la fuerza contra el gráfico de elongación ; ,Sing,nsubj:pass,Masc,6,Los desdoblamientos secuencial de módulos es observado como un modelo muy característico cerrado de la fuerza contra el gráfico de elongación ; ,Plur
9887,número,3,2,2,1,"Hay un gran número de memoriales dedicados a los que habitaron en esta calle , incluyendo escuelas , orfanatos , casas familiares y cementerios judíos . ",Sing,obj,Masc,25,"Hay gran números de memoriales dedicados a los que habitaron en esta calle , incluyendo escuelas , orfanatos , casas familiares y cementerios judíos . ",Plur
9888,problema,1,1,2,0,El problema obvio de este acercamiento es que el esquema de codificación no puede ser usado por las neuronas en el cerebro . ,Sing,root,Masc,24,Los problemas obvios de este acercamiento son que el esquema de codificación no puede ser usado por las neuronas en el cerebro . ,Plur
9889,emboscada,11,10,-1,10,"El forajido Butch Cavendish ( Christopher Lloyd ) le tiende una emboscada a un grupo de Vigilantes de Texas , matando a todos excepto a John Reid ( Klinton Spilsbury ) que es rescatado por su viejo amigo comanche de infancia , Tonto ( Michael Horse ) . ",Sing,obj,Fem,3,"El forajido Butch Cavendish ( Christopher Lloyd ) le tiende emboscadas a un grupo de Vigilantes de Texas , matando a todos excepto a John Reid ( Klinton Spilsbury ) que es rescatado por su viejo amigo comanche de infancia , Tonto ( Michael Horse ) . ",Plur
9890,dueño,5,5,-1,4,"Hay que regatear con el dueño para sacar un buen precio , cosa que me di cuenta despues . ",Sing,obl,Masc,4,"Hay que regatear con los dueños para sacar un buen precio , cosa que me di cuenta despues . ",Plur
9890,precio,10,9,9,8,"Hay que regatear con el dueño para sacar un buen precio , cosa que me di cuenta despues . ",Sing,obj,Masc,4,"Hay que regatear con el dueño para sacar buenes precios , cosa que me di cuenta despues . ",Plur
9890,cosa,12,12,-1,-1,"Hay que regatear con el dueño para sacar un buen precio , cosa que me di cuenta despues . ",Sing,parataxis,Fem,7,"Hay que regatear con el dueño para sacar un buen precio , cosas que me di cuenta despues . ",Plur
9893,colonia,7,6,8,6,"En 1926 , la URSS estableció una colonia permanente en la isla , donde hoy en día hay una estación comercial y meteorológica ( Ouchakovskoïe ) . ",Sing,obj,Fem,4,"En 1926 , la URSS estableció colonias permanente en la isla , donde hoy en día hay una estación comercial y meteorológica ( Ouchakovskoïe ) . ",Plur
9893,isla,11,11,-1,10,"En 1926 , la URSS estableció una colonia permanente en la isla , donde hoy en día hay una estación comercial y meteorológica ( Ouchakovskoïe ) . ",Sing,obl,Fem,18,"En 1926 , la URSS estableció una colonia permanente en las islas , donde hoy en día hay una estación comercial y meteorológica ( Ouchakovskoïe ) . ",Plur
